D E T
DET,0,1,0,1,0,0.5,0,1,1,1,1,1,1,0,1,1
DET,1,1,0,1,0,0,1,0,0,0,0,1,1,0.5,1,1
DET,0,0.5,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0
DET,0.5,0,1,0.5,1,1,1,0,0,0,0,1,0,0,1,1
DET,0.5,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0
DET,0,0,0.5,1,0,1,0,0,0,1,0,0,0,1,0,0
0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.0,0.5
DET,0,1,0,1,0,0.5,0,1,1,1,1,1,1,0,1,1
DET,1,1,0,1,0,0,1,0,0,0,0,1,1,0.5,1,1
DET,0,0.5,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0
DET,0.5,0,1,0.5,1,1,1,0,0,0,0,1,0,0,1,1
DET,0.5,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0
DET,0,0,0.5,1,0,1,0,0,0,1,0,0,0,1,0,0
0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.0,0.75
DET,0,1,0,1,0,0.5,0,1,1,1,1,1,1,0,1,1
DET,1,1,0,1,0,0,1,0,0,0,0,1,1,0.5,1,1
DET,0,0.5,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0
DET,0.5,0,1,0.5,1,1,1,0,0,0,0,1,0,0,1,1
DET,0.5,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0
DET,0,0,0.5,1,0,1,0,0,0,1,0,0,0,1,0,0
DET,0.5,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0
0.0,0.42857142857142855,0.8571428571428571,0.42857142857142855,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.2857142857142858,0.8571428571428571,0.0,0.8928571428571429
DET,0,1,0,1,0,0.5,0,1,1,1,1,1,1,0,1,1
DET,1,1,0,1,0,0,1,0,0,0,0,1,1,0.5,1,1
DET,0,0.5,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0
DET,0.5,0,1,0.5,1,1,1,0,0,0,0,1,0,0,1,1
DET,0.5,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0
DET,0,0,0.5,1,0,1,0,0,0,1,0,0,0,1,0,0
DET,0.5,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0
DET,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1
DET,0,1,0,1,0,0.5,0,0,1,1,1,0,0,0,0,1
DET,0,1,0.5,0,0,1,0,0,0,1,1,0,0,0.5,1,1
DET,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0.0,0.5454545454545454,1.0909090909090908,0.5454545454545454,0.9090909090909091,0.5454545454545454,0.6363636363636364,0.8181818181818182,0.5454545454545454,0.6363636363636364,0.7272727272727273,0.7272727272727273,1.1818181818181819,0.8181818181818182,0.09090909090909091,0.9772727272727273
DET,0,1,0,1,0,0.5,0,1,1,1,1,1,1,0,1,1
DET,1,1,0,1,0,0,1,0,0,0,0,1,1,0.5,1,1
DET,0,0.5,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0
DET,0.5,0,1,0.5,1,1,1,0,0,0,0,1,0,0,1,1
DET,0.5,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0
DET,0,0,0.5,1,0,1,0,0,0,1,0,0,0,1,0,0
DET,0.5,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0
DET,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1
DET,0,1,0,1,0,0.5,0,0,1,1,1,0,0,0,0,1
DET,0,1,0.5,0,0,1,0,0,0,1,1,0,0,0.5,1,1
DET,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0.0,0.7272727272727273,1.5454545454545454,0.7272727272727273,1.1818181818181819,0.7272727272727273,0.9090909090909091,1.0,0.7272727272727273,0.9090909090909091,1.0909090909090908,1.0909090909090908,1.4545454545454546,1.0,0.18181818181818182,1.25
DET,0,1,0,1,0,0.5,0,1,1,1,1,1,1,0,1,1
